Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,22.950000762939453,23.100000381469727,22.899999618530273,22.950000762939453,18.58420753479004,2514497
2020-01-03,23.0,23.100000381469727,22.899999618530273,22.950000762939453,18.58420753479004,5882173
2020-01-06,22.850000381469727,22.899999618530273,22.75,22.75,18.422252655029297,3489823
2020-01-07,22.799999237060547,22.899999618530273,22.75,22.799999237060547,18.462739944458008,4279502
2020-01-08,22.700000762939453,22.75,22.5,22.600000381469727,18.30078887939453,4828309
2020-01-09,22.600000381469727,22.850000381469727,22.600000381469727,22.75,18.422252655029297,2406415
2020-01-10,22.899999618530273,23.200000762939453,22.850000381469727,23.100000381469727,18.705671310424805,8165536
2020-01-13,23.100000381469727,23.200000762939453,23.049999237060547,23.149999618530273,18.74616050720215,2956518
2020-01-14,23.149999618530273,23.200000762939453,23.100000381469727,23.200000762939453,18.786649703979492,3315959
2020-01-15,23.049999237060547,23.200000762939453,23.049999237060547,23.200000762939453,18.786649703979492,3325408
2020-01-16,23.100000381469727,23.100000381469727,22.600000381469727,22.950000762939453,18.58420753479004,10091459
2020-01-17,23.049999237060547,23.100000381469727,22.799999237060547,23.0,18.624696731567383,8231064
2020-01-20,22.950000762939453,23.049999237060547,22.850000381469727,22.899999618530273,18.543718338012695,5676860
2020-01-30,22.549999237060547,22.950000762939453,22.299999237060547,22.950000762939453,18.58420753479004,18586936
2020-01-31,22.950000762939453,23.200000762939453,22.899999618530273,22.950000762939453,18.58420753479004,13014476
2020-02-03,22.600000381469727,22.950000762939453,22.5,22.950000762939453,18.58420753479004,7080874
2020-02-04,23.0,23.149999618530273,22.950000762939453,22.950000762939453,18.58420753479004,6037386
2020-02-05,22.899999618530273,22.950000762939453,22.799999237060547,22.799999237060547,18.462739944458008,6055207
2020-02-06,22.850000381469727,23.100000381469727,22.850000381469727,23.049999237060547,18.66518211364746,5700325
2020-02-07,22.899999618530273,23.200000762939453,22.850000381469727,23.049999237060547,18.66518211364746,9671042
2020-02-10,23.0,23.25,22.850000381469727,23.25,18.827138900756836,8490081
2020-02-11,22.950000762939453,23.049999237060547,22.850000381469727,22.850000381469727,18.503231048583984,6816993
2020-02-12,22.850000381469727,23.0,22.850000381469727,22.850000381469727,18.503231048583984,5799073
2020-02-13,22.950000762939453,23.049999237060547,22.850000381469727,22.899999618530273,18.543718338012695,6789898
2020-02-14,22.899999618530273,23.049999237060547,22.899999618530273,23.049999237060547,18.66518211364746,4131495
2020-02-17,22.950000762939453,23.049999237060547,22.850000381469727,23.0,18.624696731567383,4129430
2020-02-18,22.899999618530273,23.100000381469727,22.850000381469727,23.0,18.624696731567383,6836535
2020-02-19,22.850000381469727,23.100000381469727,22.850000381469727,23.049999237060547,18.66518211364746,5712403
2020-02-20,23.100000381469727,23.350000381469727,22.950000762939453,23.350000381469727,18.908113479614258,10384854
2020-02-21,23.299999237060547,23.450000762939453,23.149999618530273,23.350000381469727,18.908113479614258,8695785
2020-02-24,23.049999237060547,23.299999237060547,22.950000762939453,22.950000762939453,18.58420753479004,11789468
2020-02-25,22.850000381469727,23.100000381469727,22.75,23.0,18.624696731567383,4530838
2020-02-26,22.75,23.049999237060547,22.75,23.049999237060547,18.66518211364746,5324213
2020-02-27,22.950000762939453,23.100000381469727,22.899999618530273,22.950000762939453,18.58420753479004,9203031
2020-03-02,22.5,22.850000381469727,22.299999237060547,22.700000762939453,18.381765365600586,14642260
